Distance from dealer,Sales Source,Free Shipping Cost,Stock Number,Car Class,Body,Color,Year,Make,Model,Mileage,Age,Trade ACV,Acquisition Cost,RECONDITIONING COST,Total Cost,Sale Price,Front Gross,Financing,warranty,insurance,other_products,Theft,Ultimate,Dent/Ding,Windshield,Tire/Wheel,Roadside,Bank Fees,Back Gross,Total Gross
461.569,Cargurus,350,1KE48337,"Truck, Large Pick-up",4D SuperCrew,,10,FORD,F150,96212,35,,19500,2436.11,22354.11,22980,750.89,0,0,0,0,,,,,,,,0,750.89
396.857,eBay,200,4T185533,"Car, Subcompact",2D Hatchback,White,12,MINI,COOPER,36511,125,,12570,973.37,13961.37,12994,-842.37,0,0,0,0,,,,,,,,0,-842.37
1371.853,Cargurus,800,5R501559,"SUV, Large Sport Utility",4D Sport Utility,Black,15,CHEV,SUBUC,14698,30,25000,50075,1277.27,51770.27,53780,2134.73,0,0,0,0,,,,,,,,0,2134.73
1206.998,eBay,750,4FC46018,"Truck, Large Pick-up",4D SuperCrew,White,11,FORD,F150,33450,85,,33250,2253.92,35921.92,35734,-62.92,393.37,1000,0,0,,,,,,,,1393.37,1330.45
698.418,eBay,350,5KE57305,"Truck, Large Pick-up",4D SuperCrew,White,14,FORD,F150,16501,84,9000,25125,1498.02,27041.02,26589,-327.02,0,1000,392,0,,,,,,,,1392,1064.98
7.556,eBay,0,4A081232,"Car, Intermediate",4D Sedan,Black,8,HOND,ACCO,35459,153,,12615,850.39,13883.39,13149,-609.39,111.75,0,0,0,,,,,,,,111.75,-497.64
32.256,Unknown,0,5EA20507,"Truck, Large Pick-up",4D Crew Cab,Silver,14,FORD,F250,16494,147,,52190,508.35,53116.35,51982,-1009.35,0,0,0,356,,,,,,,,356,-653.35
26.535,Unknown,0,4J127920,"SUV, Intermediate Sport Utility",4D Sport Utility,Blue,14,BUIC,ENCL,45043,90,,30080,880.17,31378.17,32432,1178.83,413.78,0,0,356,,,,,,,,769.78,1948.61
1038.82,eBay,450,4KB68771,"SUV, Compact Sport Utility",4D Sport Utility,Red,12,FORD,ESCA,38589,188,,17115,2552.28,20085.28,16798,-3162.28,0,0,0,0,,,,,,,,0,-3162.28
29.264,eBay,0,5W509833,"SUV, Compact Sport Utility",4D Sport Utility,Black,13,NISS,ROGUE,10986,27,,16415,357.45,17190.45,18744,1678.55,0,0,0,0,,,,,,,,0,1678.55
871.359,eBay,750,4LV28560,"Car, Luxury High",4D Sedan,White,12,JAGU,XJ,25736,64,30000,40630,2830.9,43878.9,43974,220.1,1206.66,0,0,0,,,,,,,,1206.66,1426.76
21.227,AutoTrader,0,5A933029,"Car, Luxury High",4D Sedan,White,14,MB,E250BT,1306,37,12000,43300,313.75,44031.75,45934,2027.25,628.92,0,0,555,,,,,,,,1183.92,3211.17
8.423,Cargurus,0,5M810461,"Car, Luxury",4D Sedan,Silver,12,INFI,G25,51774,62,,15995,1004.97,17417.97,18966,1673.03,362.81,0,0,356,,,,,,,,718.81,2391.84
1042.587,eBay,0,4J052775,"SUV, Luxury Sport Utility",4D Sport Utility,Red,15,MB,GLA250,178,62,25000,36150,263.75,36831.75,37616,909.25,0,0,0,0,,,,,,,,0,909.25
162.966,TrueCar,0,4H182936,"Car, Intermediate",4D Sedan,White,14,CHRY,300,12560,162,19000,24890,410.66,25718.66,25487,-106.66,0,0,0,0,,,,,,,,0,-106.66
26.537,Cargurus,0,50K62258,"SUV, Luxury Sport Utility",4D Sport Utility,Black,15,BMW,X5,8182,62,39000,54180,400.94,54998.94,55849,975.06,248.22,1000,0,0,,,,,,,,1248.22,2223.28
1060.88,eBay,500,4G257455,"Truck, Large Pick-up",2D Standard Cab,Gray,12,DODG,RAM15,46354,105,4000,20920,958.8,22296.8,22300,128.2,0,0,0,0,,,,,,,,0,128.2
176.289,TrueCar,200,5R347672,"SUV, Luxury Sport Utility",4D Sport Utility,,11,CADI,ESCALV,8836,32,,44375,699,45492,47780,2413,1766.45,0,392,0,,,,,,,,2158.45,4571.45
224.487,eBay,200,5A061001,"Car, Luxury",4D Wagon,Silver,14,AUDI,ALLROA,7461,104,8000,36605,815.61,37838.61,37727,13.39,233.1,0,0,0,,,,,,,,233.1,246.49
639.455,AutoTrader,0,4G235052,"Truck, Large Pick-up",4D Mega Cab,Black,14,RAMT,RAMT25,22333,57,,45590,2212.15,48220.15,46994,-1101.15,0,0,0,0,,,,,,,,0,-1101.15
0,Cars.com,0,5P074981,"Car, Compact",4D Sedan,Red,14,TOYO,COROL,14361,191,,14085,1032.63,15535.63,14899,-511.63,191.1,1000,0,555,,,,,,,,1746.1,1234.47
747.628,AutoTrader,350,1H708409,"Car, Sport",2D Coupe,,15,DODG,CHAL,5882,19,,36000,929,37347,39974,2752,0,0,0,0,,,,,,,,0,2752
712.936,eBay,750,3F246927,"Truck, Large Pick-up",4D Crew Cab,White,11,GMC,SIER25,13031,226,,32000,2378.08,34796.08,33974,-697.08,0,0,0,0,,,,,,,,0,-697.08
540.519,eBay,350,1EF31371,"SUV, Large Sport Utility",4D Sport Utility,,13,FORD,EXPED,50800,23,11500,32500,1288.45,34206.45,34828,746.55,0,0,0,0,,,,,,,,0,746.55
39.868,Cars.com,0,5L500469,"SUV, Intermediate Sport Utility",4D Sport Utility,Silver,15,JEEP,WRAN,11362,70,23000,29480,283.46,30181.46,32803,2746.54,943.2,1653,0,0,,,,,,,,2596.2,5342.74
1439.71,AutoTrader,450,4B012538,"Truck, Small Pick-up",4D Crew Cab,Gray,13,HOND,RIDGLN,9299,69,,30920,2208.35,33546.35,31989,-1432.35,1515.24,0,0,0,,,,,,,,1515.24,82.89
261.535,eBay,300,5DA15256,"Van, Full Size Vans",3D Cargo Van,White,14,FORD,E250,13559,63,,21575,752.51,22745.51,23385,764.49,0,0,0,0,,,,,,,,0,764.49
44.103,Cargurus,0,5H919588,"Car, Intermediate",4D Sedan,White,14,HYUN,SONA,8336,50,6200,16590,329.5,17337.5,17229,16.5,0,0,0,555,,,,,,,,555,571.5
172.933,Cars.com,150,1L662242,"SUV, Luxury Sport Utility",4D Sport Utility,Blue,11,BMW,X5X35D,41600,46,22000,31500,1156.76,33074.76,31994,-955.76,1067.58,0,0,0,,,,,,,,1067.58,111.82
1172.041,Unknown,350,5A918218,"Car, Luxury High",4D Sedan,Black,14,MB,E400H,69,37,,43300,413.75,44131.75,45149,1142.25,1189.44,1000,392,555,,,,,,,,3136.44,4278.69
17.271,Unknown,0,5S154989,"Car, Luxury Sport",2D Cabriolet,Blue,13,PORS,911,15728,42,30000,87920,794.11,89132.11,89777,769.89,0,0,0,0,,,,,,,,0,769.89
1244.525,eBay,800,4S721318,"Car, Luxury Sport",2D Coupe,White,9,PORS,911,12344,68,,58500,1445.35,60363.35,58987,-1251.35,0,0,0,0,,,,,,,,0,-1251.35
251.937,Craigslist,150,4D140333,"Car, Luxury High",4D Sedan,Black,13,BMW,750LXI,18162,26,12000,52680,914.24,54012.24,55980,2092.76,877.05,0,0,330,,,,,,,,1207.05,3299.81
15.961,AutoTrader,0,5T987275,"Car, Subcompact",2D Hatchback,Red,14,MINI,COOPS,1416,124,,23000,576.75,23994.75,24999,1129.25,0,1000,0,0,,,,,,,,1000,2129.25
20.536,eBay,0,5E508520,"Car, Intermediate",4D Sedan,Blue,12,VW,CC,34216,41,,17500,781.24,18699.24,17999,-575.24,0,0,0,555,,,,,,,,555,-20.24
17.271,Cargurus,0,4D467424,"Car, Luxury Sport",4D Sedan,Blue,14,BMW,M6GC,11553,33,10000,90500,725.62,91643.62,93819,2300.38,0,0,0,0,,,,,,,,0,2300.38
234.739,eBay,150,1A044675,"Car, Luxury High",4D Sedan,Silver,6,MB,CLS55A,55611,28,,24000,927.93,25345.93,26561,1340.07,0,0,0,0,,,,,,,,0,1340.07
865.67,Cargurus,350,5LA09019,"SUV, Luxury Sport Utility",4D Sport Utility,White,14,PORS,CAYEN,13820,28,,52680,1136.15,54234.15,56980,2870.85,637.2,0,0,356,,,,,,,,993.2,3864.05
939.307,eBay,0,5C532776,"SUV, Intermediate Sport Utility",4D Sport Utility,Red,13,JEEP,GRANC,45369,48,,29720,778.11,30916.11,31849,1057.89,0,0,0,555,,,,,,,,555,1612.89
3790.098,eBay,450,5G174131,,,Black,14,RAMT,RAMT45,11311,70,,35785,965.77,37168.77,38987,1943.23,1481.26,1000,0,0,,,,,,,,2481.26,4424.49
46.568,AutoTrader,0,4F178399,"Car, Intermediate",4D Sedan,White,12,BUIC,LACRO,20548,34,,17750,919.28,19087.28,18373,-589.28,0,0,0,555,,,,,,,,555,-34.28
0,Dealer,0,5G132741,"Truck, Large Pick-up",4D Mega Cab,Black,14,RAMT,RAMT35,10595,123,,49375,1214.32,51007.32,50900,-107.32,0,0,0,0,,,,,,,,0,-107.32
117.916,Unknown,0,5M214965,"Car, Compact",4D Sedan,White,13,VW,JETTHY,493,48,5000,19995,338.8,20751.8,21657,1030.2,2473.74,0,392,555,,,,,,,,3420.74,4450.94
13.036,eBay,0,5N023701,"Car, Luxury",4D Sedan,White,14,AUDI,A420QT,5789,70,8000,34060,248.75,34726.75,33790.71,-811.04,200,0,0,555,,,,,,,,755,-56.04
0,AutoTrader,0,5H709856,"Car, Intermediate",4D Sedan,White,13,CHRY,300,48,33,1000,26325,532.76,27275.76,27990,839.24,249.94,0,0,555,,,,,,,,804.94,1644.18
197.624,TrueCar,0,5J217138,"Car, Luxury",2D Coupe,White,12,BMW,335ISC,16809,85,6000,35000,928.33,36346.33,37358,1136.67,,,,356,,,,,,,,356,1492.67
35.201,Cars.com,0,5EA64533,"Truck, Large Pick-up",4D Crew Cab,Red,14,FORD,F250,44633,56,7000,43220,631.27,44269.27,44809,664.73,,,,555,,,,,,,,555,1219.73
13.654,Unknown,0,5B005843,"SUV, Luxury Sport Utility",4D Sport Utility,Gray,14,ACUR,MDX,23236,55,16000,39770,716.69,40904.69,41299,519.31,,,,0,,,,,,,,0,519.31
79.628,eBay,0,5N160566,"Car, Luxury",4D Sedan,Black,14,MB,CLA250,673,22,11000,34540,248.75,35206.75,35975,893.25,,,,555,,,,,,,,555,1448.25
59.559,Cargurus,0,5B005237,"SUV, Intermediate Sport Utility",4D Sport Utility,White,15,HOND,PILOT,3289,17,2500,29120,684.99,30222.99,26828,-3269.99,,,,0,,,,,,,,0,-3269.99
1446.096,Cars.com,450,4G238204,"Truck, Large Pick-up",4D Crew Cab,Black,13,CHEV,AVALC,10294,27,0,36000,865.43,37333.43,37826,617.57,941.35,1000,392,0,,,,,,,,2333.35,2950.92
2701.945,eBay,750,5C154789,"SUV, Luxury Sport Utility",4D Sport Utility,Gray,13,LEXU,RX350,25405,105,0,34625,1441.87,36534.87,35993,-416.87,0,0,0,0,,,,,,,,0,-416.87
1371.827,eBay,750,5G199022,"Truck, Large Pick-up",4D Crew Cab,White,13,CHEV,AVALC,67276,111,0,34300,1556.43,36324.43,34225,-1974.43,445.1,0,0,555,,,,,,,,1000.1,-974.33
1387.32,eBay,750,1S686429,"Car, Luxury Sport",2D Coupe,,2,PORS,911,19000,120,0,50000,2144.85,52612.85,48998,-3489.85,1663.55,0,542,330,,,,,,,,2535.55,-954.3
10.375,Cars.com,0,5PU10722,"Car, Luxury High",4D Sedan,Blue,14,JAGU,XF,1987,126,0,42655,251.02,43374.02,39474,-3775.02,0,0,0,555,,,,,,,,555,-3220.02
79.628,eBay,0,5N160566,"Car, Luxury",4D Sedan,Black,14,MB,CLA250,673,19,11000,34540,198.75,35206.75,35975,893.25,2101.19,0,545,0,,,,,,,,2646.19,3539.44
37.008,Cargurus,0,5T022430,"Car, Compact",4D Hatchback,Blue,12,NISS,LEAF,19933,83,0,11005,265.71,11738.71,11990,376.29,0,0,0,0,,,,,,,,0,376.29
59.559,AutoTrader,0,5M302620,"Car, Luxury",4D Sedan,Blue,11,INFI,G37,23352,104,0,20955,515.29,21938.29,20975,-838.29,0,0,0,0,,,,,,,,0,-838.29
25.424,Cars.com,0,9FC29865,"Truck, Large Pick-up",4D SuperCrew,White,14,FORD,F150,11980,21,0,54750,367.45,55585.45,56994,1533.55,0,0,0,555,,,,,,,,555,2088.55
38.397,Cars.com,0,5S654687,"Truck, Large Pick-up",4D Crew Cab,Brown,13,RAMT,RAMT15,21548,96,15500,33740,517.89,34725.89,33887,-713.89,0,0,0,0,,,,,,,,0,-713.89
32.256,Cars.com,0,5R168439,"SUV, Luxury Sport Utility",4D Sport Utility,,14,CADI,ESCAL,30639,26,0,46675,944.16,48087.16,49980,2017.84,511.81,1000,0,555,,,,,,,,2066.81,4084.65
32.256,eBay,0,5B035514,"SUV, Intermediate Sport Utility",4D Sport Utility,White,14,HOND,PILOT,6757,98,14500,31545,278.12,32291.12,32263.58,97.46,0,0,0,0,,,,,,,,0,97.46
1198.562,eBay,500,5N032044,"Car, Luxury High",4D Sedan,Blue,14,AUDI,A630QT,11858,153,0,47455,1419.43,49342.43,46474,-2743.43,0,0,0,0,,,,,,,,0,-2743.43
865.457,eBay,450,4H383857,"SUV, Luxury Sport Utility",4D Sport Utility,Silver,14,LAND,LR2,12606,26,0,32200,865.83,33533.83,34991,1582.17,0,0,0,0,,,,,,,,0,1582.17
233.754,eBay,0,5L045075,"Car, Luxury High",4D Hatchback,Blue,12,PORS,PANAH,12898,156,30000,59895,1778.83,62141.83,59766,-2250.83,0,0,0,555,,,,,,,,555,-1695.83
1634.283,eBay,750,8E570251,"Car, Luxury",2D Convertible,White,11,BMW,335ISV,35654,55,0,29500,1550.04,31518.04,32976,1582.96,0,0,0,0,,,,,,,,0,1582.96
847.273,eBay,450,4L735218,"SUV, Luxury Sport Utility",4D Sport Utility,Blue,11,BMW,X3X35I,27935,187,0,30380,1599.12,32447.12,30899,-1423.12,0,0,0,0,,,,,,,,0,-1423.12
14.379,AutoTrader,0,4KD47468,"Truck, Large Pick-up",2D Standard Cab,White,14,FORD,F150,5045,26,0,18150,246.11,18864.11,19597,857.89,0,1000,0,555,,,,,,,,1555,2412.89
172.933,Cars.com,150,1L662242,"SUV, Luxury Sport Utility",4D Sport Utility,Blue,11,BMW,X5X35D,41600,42,22000,31500,1106.76,33074.76,31994,-955.76,191.1,1000,0,0,,,,,,,,1191.1,235.34
17.645,Cargurus,0,5R117496,"SUV, Large Sport Utility",4D Sport Utility,White,12,GMC,YUKON,62810,118,0,34540,1057.69,36065.69,35799,-141.69,250,1000,392,555,,,,,,,,2197,2055.31
1526.008,eBay,750,5T004282,"Car, Compact",4D Hatchback,Red,11,NISS,LEAF,18279,71,0,10000,621.38,11089.38,10979,14.62,0,0,0,0,,,,,,,,0,14.62
8.1,Cargurus,0,4J119969,"SUV, Intermediate Sport Utility",4D Sport Utility,Black,15,GMC,ACADIA,8746,21,0,30655,356.78,31479.78,33892,2537.22,1833.75,1000,0,555,,,,,,,,3388.75,5925.97
356.141,eBay,0,4L753968,"SUV, Luxury Sport Utility",4D Sport Utility,Gray,12,BMW,X5X35I,39896,175,0,31725,1162.77,33355.77,33898,667.23,0,0,0,0,,,,,,,,0,667.23
1244.525,eBay,750,4S721318,"Car, Luxury Sport",2D Coupe,White,9,PORS,911,12344,146,0,58500,1395.35,60363.35,58987,-1251.35,0,0,0,0,,,,,,,,0,-1251.35
377.248,eBay,300,5L012725,"Car, Luxury High",4D Hatchback,Gold,12,PORS,PANA,23582,119,0,53680,2247.56,56395.56,56994,723.44,490.07,1000,0,0,,,,,,,,1490.07,2213.51
159.942,Cargurus,0,4EF43359,"SUV, Large Sport Utility",4D Sport Utility,Blue,14,FORD,EXPDEL,33841,21,22000,29580,349,30397,32980,2708,0,0,0,0,,,,,,,,0,2708
342.758,eBay,400,4C059956,"Car, Subcompact",4D Hatchback,Green,13,HOND,FIT,9036,23,6000,13270,290.43,14028.43,14974,1070.57,0,0,0,0,,,,,,,,0,1070.57
56.419,Cargurus,0,5G576860,"Truck, Large Pick-up",4D Crew Cab,Blue,11,DODG,RAM35,20961,120,0,36485,732.61,37685.61,38975,1414.39,0,0,0,0,,,,,,,,0,1414.39
0,eBay,0,4S592483,"Truck, Large Pick-up",4D Crew Cab,White,13,RAMT,RAMT15,34694,36,7500,25245,485.79,26198.79,24447,-1626.79,0,0,0,0,,,,,,,,0,-1626.79
13.958,Unknown,0,5L187518,"Car, Intermediate",4D Sedan,Red,9,PONT,G8,36479,72,3600,14990,1086.15,16544.15,16609,189.85,539.78,1000,545,1072,,,,,,,,3156.78,3346.63
372.833,AutoTrader,0,4H182638,"Car, Sport",2D Coupe,Black,12,DODG,CHAL,14920,43,0,34535,372.53,35375.53,36598,1347.47,0,0,0,0,,,,,,,,0,1347.47
21.8,eBay,0,4R580444,"Van, Small Van",4D Passenger Van,Gray,13,DODG,CARAG,56839,49,0,13660,1397.8,15525.8,13499,-1901.8,379.01,1000,392,0,,,,,,,,1771.01,-130.79
17.711,Cars.com,0,5S614312,"SUV, Luxury Sport Utility",4D Sport Utility,Black,14,CADI,SRX,24735,177,0,34980,408.42,35856.42,35434,-297.42,0,0,0,0,,,,,,,,0,-297.42
24.575,Cars.com,0,5H564076,"Car, Compact",2D Coupe,White,12,HOND,CIVI,3316,50,0,14390,538.62,15396.62,14974,-297.62,0,0,0,555,,,,,,,,555,257.38
0,eBay,0,4R130566,"SUV, Luxury Sport Utility",4D Sport Utility,,14,CADI,ESCALV,24199,22,0,51025,185,51678,53480,1927,502.74,0,0,555,,,,,,,,1057.74,2984.74
13.654,AutoTrader,0,4L119394,"SUV, Compact Sport Utility",2D Sport Utility,Blue,10,JEEP,WRAN,39141,36,0,18170,1000.71,19638.71,20885,1371.29,1470.42,1000,545,555,,,,,,,,3570.42,4941.71
12.364,Unknown,0,4B003881,"Van, Small Van",4D Passenger Van,Gray,13,HOND,ODYS,32469,126,0,26500,675.11,27643.11,26760,-758.11,602.7,1000,0,555,,,,,,,,2157.7,1399.59
422.731,AutoTrader,300,4KD84378,"Truck, Large Pick-up",2D Standard Cab,White,14,FORD,F150,4145,29,0,18250,761.08,19479.08,20499,1144.92,0,0,0,0,,,,,,,,0,1144.92
1054.32,eBay,400,5C817439,"Car, Intermediate",4D Sedan,White,12,NISS,MAXIN,31895,64,0,17090,1086.08,18644.08,18595,75.92,998.46,0,0,0,,,,,,,,998.46,1074.38
944.665,Cars.com,450,4F207683,"Car, Luxury High",2D Convertible,,13,MB,E550A,8773,22,17000,44500,649,45617,47980,2488,398.78,0,0,0,,,,,,,,398.78,2886.78
324.023,AutoTrader,0,5J105305,"Car, Luxury Sport",2D Convertible,White,14,BMW,Z4S28I,95,18,0,37175,853.98,38496.98,38994,622.02,0,0,0,0,,,,,,,,0,622.02
1052.263,eBay,400,5MV58732,"Car, Luxury High",4D Sedan,Black,14,JAGU,XJ,2127,31,0,86375,962,87805,89775,2095,500,1000,0,0,,,,,,,,1500,3595
821.792,Cars.com,750,4X311207,"Truck, Large Pick-up",4D CrewMax,White,13,TOYO,TUND,33254,120,0,30950,1817.74,33235.74,33990,879.26,300,1000,392,0,,,,,,,,1692,2571.26
268.926,eBay,300,50G52917,"SUV, Luxury Sport Utility",4D Sport Utility,White,13,BMW,X5X35I,4820,66,20000,45470,262.7,46200.7,44975,-1100.7,560.11,0,0,555,,,,,,,,1115.11,14.41
26.83,Cars.com,100,1M600683,"Car, Luxury",4D Sedan,,11,INFI,G25,82978,34,0,12000,1603.87,14071.87,14564,617.13,589.27,0,0,0,,,,,,,,589.27,1206.4
27.795,eBay,0,5D135156,"Car, Luxury High",4D Sedan,White,14,BMW,750LI,45,21,65000,68495,320.75,69283.75,74975,5816.25,1122.3,0,0,0,,,,,,,,1122.3,6938.55
20.536,AutoTrader,0,5G614222,"Car, Luxury High",4D Sedan,Gray,13,LINC,MKS,23185,66,17500,26640,1459.05,28567.05,27969,-473.05,837,0,392,0,,,,,,,,1229,755.95
37.008,Cargurus,0,5A013178,"Car, Luxury",4D Sedan,Silver,12,ACUR,TL,28050,53,39000,22270,498.35,23236.35,23890,778.65,0,1000,392,0,,,,,,,,1392,2170.65
21.606,Cargurus,100,1A609666,"Car, Luxury",4D Sedan,,12,MB,C250W,39040,21,0,20000,2738.13,23206.13,22975,-106.13,266,0,0,0,,,,,,,,266,159.87
12.588,AutoTrader,0,4U527925,"Car, Subcompact",4D Sedan,Silver,13,HYUN,ACCE,30542,50,0,10630,970.82,12068.82,11890,-53.82,529.2,0,0,555,,,,,,,,1084.2,1030.38
55.342,eBay,0,4N527150,"Car, Intermediate",4D Sedan,,15,CHRY,200CH,156,17,0,17155,210.75,17833.75,17975,266.25,0,0,0,0,,,,,,,,0,266.25
8.474,AutoTrader,0,4U025401,"Car, Intermediate",4D Sedan,Black,12,TOYO,CAMHYB,42326,18,0,17290,708.81,18466.81,17975,-366.81,0,0,0,0,,,,,,,,0,-366.81
10.375,AutoTrader,0,4N026412,"Car, Luxury High",4D Hatchback,Brown,12,AUDI,A7QT,30926,163,18000,42630,1823.34,44921.34,44760,-36.34,0,0,0,0,,,,,,,,0,-36.34
570.359,eBay,350,5H230935,"Car, Intermediate",4D Sedan,White,14,CHRY,300,5927,67,31500,39670,921.95,41059.95,41816,881.05,717.98,1000,0,0,,,,,,,,1717.98,2599.03
283.848,Cargurus,200,5A008916,"Car, Luxury",4D Sedan,White,12,ACUR,TL,38099,58,0,23690,348.65,24506.65,23888,-493.65,577.5,0,0,0,,,,,,,,577.5,83.85
865.67,Cargurus,450,5K178620,"SUV, Intermediate Sport Utility",4D Sport Utility,,14,TOYO,FJCR,6839,18,0,35780,799,37047,34130,-2792,0,0,0,0,,,,,,,,0,-2792
1375.238,eBay,750,5D986041,"Car, Luxury High",4D Sedan,Blue,15,BMW,M6,12997,68,0,95500,484.42,96452.42,97774,1446.58,996.75,0,0,0,,,,,,,,996.75,2443.33
234.359,eBay,0,4EA73900,"Truck, Large Pick-up",4D Crew Cab,,13,FORD,F250,45348,17,18000,43445,857.06,44770.06,46780,2134.94,760.16,0,0,555,,,,,,,,1315.16,3450.1
23.594,Cargurus,0,4KA03131,"Van, Full Size Vans",3D Cargo Van,White,15,FORD,TRANS,250,51,0,27535,198.75,28201.75,27390,-686.75,376.92,0,392,0,,,,,,,,768.92,82.17
1248.512,Cargurus,450,5K187844,"SUV, Intermediate Sport Utility",4D Sport Utility,,14,TOYO,FJCR,19504,25,0,34680,425.95,35573.95,36975,1526.05,0,0,0,0,,,,,,,,0,1526.05
14.701,eBay,0,5H714761,"Car, Sport",2D Coupe,Gray,15,DODG,CHAL,3451,66,0,27555,251.72,28274.72,29975,1825.28,1447.63,0,0,555,,,,,,,,2002.63,3827.91
11.294,Unknown,0,4PA21177,"Truck, Small Pick-up",,,10,FORD,RANGF,34978,25,0,13865,790.8,15123.8,15579,580.2,674.86,0,0,555,,,,,,,,1229.86,1810.06
172.933,AutoTrader,150,4E108783,"Van, Full Size Vans",3D Cargo Van,White,14,RAMT,PROM25,17126,40,0,25290,267.06,26025.06,26975,1074.94,493.5,1000,0,555,,,,,,,,2048.5,3123.44
7.556,Cargurus,0,5A456477,"SUV, Luxury Sport Utility",4D Sport Utility,White,15,MB,ML350,9959,38,17500,47905,414.74,48787.74,49985,1322.26,200,1000,0,0,,,,,,,,1200,2522.26
16.498,Unknown,50,18S91544,"Car, Luxury High",4D Sedan,,13,JAGU,XF,20619,40,9000,32500,975.77,33943.77,34872,1053.23,597.96,0,0,0,,,,,,,,597.96,1651.19
54.901,AutoTrader,0,4T574029,"SUV, Compact Sport Utility",4D Sport Utility,Gray,15,DODG,JOURNY,3359,26,10500,17790,226.98,18484.98,19692,1332.02,592.2,1000,545,555,,,,,,,,2692.2,4024.22
0,Cargurus,0,4X030086,"Truck, Small Pick-up",4D Double Cab,Gray,14,TOYO,TACO,15740,89,0,23715,389.89,24572.89,24770,322.11,205,1000,0,0,,,,,,,,1205,1527.11
19.294,Cargurus,0,1A234020,"Car, Intermediate",4D Sedan,,13,HOND,ACCO,57471,53,0,15000,1385.79,16853.79,16990,261.21,192.63,1000,0,555,,,,,,,,1747.63,2008.84
158.408,Cargurus,0,5H494514,"Car, Compact",4D Sedan,White,14,HYUN,ELAN,9082,54,0,14560,742.23,15770.23,14990,-655.23,100,0,0,0,,,,,,,,100,-555.23
50.879,eBay,0,4C530854,"SUV, Large Sport Utility",4D Sport Utility,Black,14,DODG,DURA,18410,40,0,30320,537.51,31325.51,30585,-615.51,1251.43,1000,392,1072,,,,,,,,3715.43,3099.92
13.193,eBay,0,5N056239,"Car, Luxury High",4D Sedan,,14,AUDI,A620T,16523,31,15500,35545,1709.16,37722.16,38975,1377.84,105.03,0,0,317,,,,,,,,422.03,1799.87
34.772,eBay,0,5F261690,"Car, Luxury High",2D Convertible,Black,14,MB,E550A,1200,19,0,57730,508.13,58706.13,61980,3398.87,672.84,1000,0,0,,,,,,,,1672.84,5071.71
0,Cars.com,,9G190813,"Truck, Large Pick-up",4D Crew Cab,Silver,12,CHEV,SILV15,30443,25,6000,24000,150,24618,25975,1482,927.21,1000,0,0,,,,,,,,1927.21,3409.21
28.683,Cargurus,,4DA62571,"Van, Full Size Vans",3D Cargo Van,White,14,FORD,E250,6183,13,21000,21525,308.51,22301.51,22990,813.49,0,0,0,0,,,,,,,,0,813.49
6.604,AutoTrader,,1C045506,"Car, Intermediate",4D Sedan,,12,VW,PASSV,48750,28,0,11500,822.71,12790.71,13572,906.29,0,0,0,0,,,,,,,,0,906.29
28.683,eBay,,5G246638,"Car, Intermediate",4D Sedan,,13,KIA,OPTIMA,29926,21,0,14060,812.9,15340.9,14992,-223.9,181.51,1000,0,0,,,,,,,,1181.51,957.61
27.039,Craigslist,,5BA74960,"SUV, Intermediate Sport Utility",4D Sport Utility,White,14,FORD,EDGE,18790,90,7100,30660,641.09,31769.09,30770,-874.09,0,0,0,555,,,,,,,,555,-319.09
1629.713,eBay,750,4L757901,"SUV, Luxury Sport Utility",4D Sport Utility,Black,12,BMW,X5X35I,48940,179,0,31000,2333.23,33801.23,31997,-1679.23,0,0,0,199,,,,,,,,199,-1480.23
315.156,eBay,,4G174706,"Truck, Large Pick-up",4D Crew Cab,Red,12,CHEV,AVALC,25607,97,19000,38685,1220.86,40373.86,38994,-1254.86,317.63,0,0,0,,,,,,,,317.63,-937.23
9.956,eBay,,4H681439,"Car, Intermediate",4D Sedan,Black,13,DODG,CHARO,22116,61,10000,25615,1468.52,27551.52,27990,563.48,591.3,1000,0,1072,,,,,,,,2663.3,3226.78
10.375,Cargurus,,1L036197,"SUV, Compact Sport Utility",4D Sport Utility,Brown,10,HOND,CRV,40412,24,0,15000,1039.09,16507.09,16975,592.91,0,0,0,0,,,,,,,,0,592.91
214.387,AutoTrader,,1G190486,"Truck, Large Pick-up",4D Crew Cab,,15,GMC,DENA,3424,28,0,46000,597.75,47065.75,48776,1835.25,257.21,0,0,0,,,,,,,,257.21,2092.46
0,Dealer,,4L007365,"SUV, Compact Sport Utility",4D Sport Utility,White,13,HOND,CRV,27148,159,0,23135,300.38,23903.38,22900,-878.38,0,0,0,0,,,,,,,,0,-878.38
28.833,AutoTrader,,1BD11866,"SUV, Intermediate Sport Utility",4D Sport Utility,White,11,FORD,FLEX,90590,118,0,15000,1960.14,17428.14,18570,1266.86,513.28,1000,0,555,,,,,,,,2068.28,3335.14
11.294,AutoTrader,,5T289311,"SUV, Compact Sport Utility",4D Sport Utility,Copperhead,14,DODG,JOURNY,4686,68,0,16575,245.6,17288.6,17892,728.4,0,0,0,0,,,,,,,,0,728.4
20.752,Craigslist,,4N052151,"Car, Luxury",4D Sedan,Silver,14,MB,CLA250,18222,107,0,25000,2986.9,28454.9,29875,1545.1,1153.44,0,0,673,,,,,,,,1826.44,3371.54
